from	to	source	database
Ccl21a	Ccr6	ppi_lr	ppi_prediction
Ccl21a	Ccr8	ppi_lr	ppi_prediction
Ccl21a	Ccr9	ppi_lr	ppi_prediction
Ccl21a	Cxcr4	ppi_lr	ppi_prediction
Ccl21a	Grm4	ppi_lr	ppi_prediction
Ccl21a	P2ry14	ppi_lr	ppi_prediction
Ccl21a	Npy5r	ppi_lr	ppi_prediction
Ccl21a	C3ar1	ppi_lr	ppi_prediction
Ccl21a	Rxfp4	ppi_lr	ppi_prediction
Ccl21a	Lpar1	ppi_lr	ppi_prediction
Ccl21a	Mchr1	ppi_lr	ppi_prediction
Ccl21a	Nmur2	ppi_lr	ppi_prediction
Ccl21a	Hrh4	ppi_lr	ppi_prediction
Ccl21a	Nmur1	ppi_lr	ppi_prediction
Ccl21a	Lpar2	ppi_lr	ppi_prediction
Ccl21a	Rxfp3	ppi_lr	ppi_prediction
Ccl21a	Hrh3	ppi_lr	ppi_prediction
Ccl21a	Ptgdr2	ppi_lr	ppi_prediction
Cyr61	Plxna3	ppi_lr	ppi_prediction
Ntn3	Unc5c	ppi_lr	ppi_prediction
Ntn3	Acvr1b	ppi_lr	ppi_prediction
Ntn3	Tgfbr1	ppi_lr	ppi_prediction
Ntn3	Notch1	ppi_lr	ppi_prediction
Ntn3	Notch2	ppi_lr	ppi_prediction
Ntn3	Ptch1	ppi_lr	ppi_prediction
Ntn3	Unc5a	ppi_lr	ppi_prediction
Ntn3	Acvr1c	ppi_lr	ppi_prediction
Ntn3	Boc	ppi_lr	ppi_prediction
Ntn3	Robo2	ppi_lr	ppi_prediction
Ntn3	Notch3	ppi_lr	ppi_prediction
Ntn3	Ptch2	ppi_lr	ppi_prediction
Wnt7a	Ror2	ppi_lr	ppi_prediction
Wnt7a	Fzd4	ppi_lr	ppi_prediction
Wnt7a	Fzd10	ppi_lr	ppi_prediction
Wnt7a	Fzd1	ppi_lr	ppi_prediction
Nrg2	Egfr	ppi_lr	ppi_prediction
Cxcl11	Galr2	ppi_lr	ppi_prediction
Cxcl11	Galr3	ppi_lr	ppi_prediction
Cxcl11	Htr1a	ppi_lr	ppi_prediction
Cxcl11	Fpr1	ppi_lr	ppi_prediction
Cxcl11	C5ar1	ppi_lr	ppi_prediction
Cxcl11	Cxcr1	ppi_lr	ppi_prediction
Cxcl11	Cxcr2	ppi_lr	ppi_prediction
Cxcl11	Fpr2	ppi_lr	ppi_prediction
Cxcl11	Npy1r	ppi_lr	ppi_prediction
Cxcl11	Htr1d	ppi_lr	ppi_prediction
Cxcl11	Htr1b	ppi_lr	ppi_prediction
Cxcl11	Bdkrb2	ppi_lr	ppi_prediction
Cxcl11	Sstr1	ppi_lr	ppi_prediction
Cxcl11	Sstr2	ppi_lr	ppi_prediction
Cxcl11	Htr1f	ppi_lr	ppi_prediction
Cxcl11	Sstr4	ppi_lr	ppi_prediction
Cxcl11	Ccr1	ppi_lr	ppi_prediction
Cxcl11	Ccr7	ppi_lr	ppi_prediction
Cxcl11	Cxcr5	ppi_lr	ppi_prediction
Cxcl11	Sstr3	ppi_lr	ppi_prediction
Cxcl11	Sstr5	ppi_lr	ppi_prediction
Cxcl11	Oprm1	ppi_lr	ppi_prediction
Cxcl11	Aplnr	ppi_lr	ppi_prediction
Cxcl11	Oprd1	ppi_lr	ppi_prediction
Cxcl11	Oprk1	ppi_lr	ppi_prediction
Cxcl11	Oprl1	ppi_lr	ppi_prediction
Cxcl11	Ccr2	ppi_lr	ppi_prediction
Cxcl11	Ccr10	ppi_lr	ppi_prediction
Cxcl11	Bdkrb1	ppi_lr	ppi_prediction
Cxcl11	Galr1	ppi_lr	ppi_prediction
Cxcl11	Htr5a	ppi_lr	ppi_prediction
Cxcl11	Mtnr1a	ppi_lr	ppi_prediction
Cxcl11	Npbwr1	ppi_lr	ppi_prediction
Cxcl11	Npy2r	ppi_lr	ppi_prediction
Cxcl11	Mtnr1b	ppi_lr	ppi_prediction
Cxcl11	Agtr2	ppi_lr	ppi_prediction
Cxcl11	Npy4r	ppi_lr	ppi_prediction
Cxcl11	Ccr4	ppi_lr	ppi_prediction
Cxcl11	Ccr5	ppi_lr	ppi_prediction
Cxcl11	Ccr6	ppi_lr	ppi_prediction
Cxcl11	Ccr8	ppi_lr	ppi_prediction
Cxcl11	Ccr9	ppi_lr	ppi_prediction
Cxcl11	Cxcr4	ppi_lr	ppi_prediction
Cxcl11	Grm4	ppi_lr	ppi_prediction
Cxcl11	P2ry14	ppi_lr	ppi_prediction
Cxcl11	Npy5r	ppi_lr	ppi_prediction
Cxcl11	C3ar1	ppi_lr	ppi_prediction
Cxcl11	Rxfp4	ppi_lr	ppi_prediction
Cxcl11	Lpar1	ppi_lr	ppi_prediction
Cxcl11	Mchr1	ppi_lr	ppi_prediction
Cxcl11	Nmur2	ppi_lr	ppi_prediction
Cxcl11	Hrh4	ppi_lr	ppi_prediction
Cxcl11	Nmur1	ppi_lr	ppi_prediction
Cxcl11	Lpar2	ppi_lr	ppi_prediction
Cxcl11	Rxfp3	ppi_lr	ppi_prediction
Cxcl11	Hrh3	ppi_lr	ppi_prediction
Cxcl11	Ptgdr2	ppi_lr	ppi_prediction
Tnfsf11	Traf2	ppi_lr	ppi_prediction
Npff	Hcrtr1	ppi_lr	ppi_prediction
Npff	Hcrtr2	ppi_lr	ppi_prediction
Npff	Ntsr2	ppi_lr	ppi_prediction
Npff	Tacr2	ppi_lr	ppi_prediction
Npff	Ednrb	ppi_lr	ppi_prediction
Npff	Fpr2	ppi_lr	ppi_prediction
Npff	Ednra	ppi_lr	ppi_prediction
Npff	Tacr1	ppi_lr	ppi_prediction
Npff	F2r	ppi_lr	ppi_prediction
Npff	Htr2a	ppi_lr	ppi_prediction
Npff	Htr2c	ppi_lr	ppi_prediction
Npff	Nmbr	ppi_lr	ppi_prediction
Npff	Tacr3	ppi_lr	ppi_prediction
Npff	Bdkrb2	ppi_lr	ppi_prediction
Npff	Grpr	ppi_lr	ppi_prediction
Npff	Agtr1a	ppi_lr	ppi_prediction
Npff	Oxtr	ppi_lr	ppi_prediction
Npff	Gnrhr	ppi_lr	ppi_prediction
Npff	Ntsr1	ppi_lr	ppi_prediction
Npff	Cckar	ppi_lr	ppi_prediction
Npff	Cckbr	ppi_lr	ppi_prediction
Npff	Trhr	ppi_lr	ppi_prediction
Npff	Hrh1	ppi_lr	ppi_prediction
Npff	Avpr1a	ppi_lr	ppi_prediction
Npff	Htr2b	ppi_lr	ppi_prediction
Npff	Xcr1	ppi_lr	ppi_prediction
Npff	Bdkrb1	ppi_lr	ppi_prediction
Npff	Gcgr	ppi_lr	ppi_prediction
Npff	Avpr1b	ppi_lr	ppi_prediction
Npff	F2rl1	ppi_lr	ppi_prediction
Npff	Npsr1	ppi_lr	ppi_prediction
Npff	Prokr2	ppi_lr	ppi_prediction
Npff	Prokr1	ppi_lr	ppi_prediction
Npff	Lpar1	ppi_lr	ppi_prediction
Npff	Ghsr	ppi_lr	ppi_prediction
Npff	Kiss1r	ppi_lr	ppi_prediction
Npff	Qrfpr	ppi_lr	ppi_prediction
Npff	F2rl3	ppi_lr	ppi_prediction
Npff	Lpar4	ppi_lr	ppi_prediction
Npff	Mchr1	ppi_lr	ppi_prediction
Npff	Nmur2	ppi_lr	ppi_prediction
Npff	Nmur1	ppi_lr	ppi_prediction
Npff	Lpar2	ppi_lr	ppi_prediction
Npff	Uts2r	ppi_lr	ppi_prediction
Ccl25	Galr2	ppi_lr	ppi_prediction
Ccl25	Galr3	ppi_lr	ppi_prediction
Ccl25	Htr1a	ppi_lr	ppi_prediction
Ccl25	Fpr1	ppi_lr	ppi_prediction
Ccl25	C5ar1	ppi_lr	ppi_prediction
Ccl25	Cxcr1	ppi_lr	ppi_prediction
Ccl25	Cxcr2	ppi_lr	ppi_prediction
Ccl25	Fpr2	ppi_lr	ppi_prediction
Ccl25	Ackr3	ppi_lr	ppi_prediction
Ccl25	Npy1r	ppi_lr	ppi_prediction
Ccl25	Htr1d	ppi_lr	ppi_prediction
Ccl25	Htr1b	ppi_lr	ppi_prediction
Ccl25	Bdkrb2	ppi_lr	ppi_prediction
Ccl25	Sstr1	ppi_lr	ppi_prediction
Ccl25	Sstr2	ppi_lr	ppi_prediction
Ccl25	Htr1f	ppi_lr	ppi_prediction
Ccl25	Sstr4	ppi_lr	ppi_prediction
Ccl25	Ccr1	ppi_lr	ppi_prediction
Ccl25	Ccr7	ppi_lr	ppi_prediction
Ccl25	Cxcr5	ppi_lr	ppi_prediction
Ccl25	Sstr3	ppi_lr	ppi_prediction
Ccl25	Sstr5	ppi_lr	ppi_prediction
Ccl25	Oprm1	ppi_lr	ppi_prediction
Ccl25	Aplnr	ppi_lr	ppi_prediction
Ccl25	Oprd1	ppi_lr	ppi_prediction
Ccl25	Oprk1	ppi_lr	ppi_prediction
Ccl25	Oprl1	ppi_lr	ppi_prediction
Ccl25	Ccr2	ppi_lr	ppi_prediction
Ccl25	Bdkrb1	ppi_lr	ppi_prediction
Ccl25	Galr1	ppi_lr	ppi_prediction
Ccl25	Htr5a	ppi_lr	ppi_prediction
Ccl25	Mtnr1a	ppi_lr	ppi_prediction
Ccl25	Npbwr1	ppi_lr	ppi_prediction
Ccl25	Npy2r	ppi_lr	ppi_prediction
Ccl25	Mtnr1b	ppi_lr	ppi_prediction
Ccl25	Cxcr3	ppi_lr	ppi_prediction
Ccl25	Agtr2	ppi_lr	ppi_prediction
Ccl25	Npy4r	ppi_lr	ppi_prediction
Ccl25	Ccr3	ppi_lr	ppi_prediction
Ccl25	Ccr4	ppi_lr	ppi_prediction
Ccl25	Ccr5	ppi_lr	ppi_prediction
Ccl25	Ccr6	ppi_lr	ppi_prediction
Ccl25	Ccr8	ppi_lr	ppi_prediction
Ccl25	Cxcr4	ppi_lr	ppi_prediction
Ccl25	Grm4	ppi_lr	ppi_prediction
Ccl25	P2ry14	ppi_lr	ppi_prediction
Ccl25	Npy5r	ppi_lr	ppi_prediction
Ccl25	C3ar1	ppi_lr	ppi_prediction
Ccl25	Rxfp4	ppi_lr	ppi_prediction
Ccl25	Lpar1	ppi_lr	ppi_prediction
Ccl25	Mchr1	ppi_lr	ppi_prediction
Ccl25	Nmur2	ppi_lr	ppi_prediction
Ccl25	Hrh4	ppi_lr	ppi_prediction
Ccl25	Nmur1	ppi_lr	ppi_prediction
Ccl25	Lpar2	ppi_lr	ppi_prediction
Ccl25	Rxfp3	ppi_lr	ppi_prediction
Ccl25	Hrh3	ppi_lr	ppi_prediction
Ccl25	Ptgdr2	ppi_lr	ppi_prediction
Dhh	Smo	ppi_lr	ppi_prediction
Tnfsf12	Traf2	ppi_lr	ppi_prediction
Hcrt	Ntsr2	ppi_lr	ppi_prediction
Hcrt	Tacr2	ppi_lr	ppi_prediction
Hcrt	Ednrb	ppi_lr	ppi_prediction
Hcrt	Fpr2	ppi_lr	ppi_prediction
Hcrt	Ednra	ppi_lr	ppi_prediction
Hcrt	Tacr1	ppi_lr	ppi_prediction
Hcrt	F2r	ppi_lr	ppi_prediction
Hcrt	Htr2a	ppi_lr	ppi_prediction
Hcrt	Htr2c	ppi_lr	ppi_prediction
Hcrt	Nmbr	ppi_lr	ppi_prediction
Hcrt	Tacr3	ppi_lr	ppi_prediction
Hcrt	Bdkrb2	ppi_lr	ppi_prediction
Hcrt	Grpr	ppi_lr	ppi_prediction
Hcrt	Agtr1a	ppi_lr	ppi_prediction
Hcrt	Oxtr	ppi_lr	ppi_prediction
Hcrt	Gnrhr	ppi_lr	ppi_prediction
Hcrt	Ntsr1	ppi_lr	ppi_prediction
Hcrt	Cckar	ppi_lr	ppi_prediction
Hcrt	Cckbr	ppi_lr	ppi_prediction
Hcrt	Trhr	ppi_lr	ppi_prediction
Hcrt	Hrh1	ppi_lr	ppi_prediction
Hcrt	Avpr1a	ppi_lr	ppi_prediction
Hcrt	Htr2b	ppi_lr	ppi_prediction
Hcrt	Xcr1	ppi_lr	ppi_prediction
Hcrt	Bdkrb1	ppi_lr	ppi_prediction
Hcrt	Gcgr	ppi_lr	ppi_prediction
Hcrt	Avpr1b	ppi_lr	ppi_prediction
Hcrt	F2rl1	ppi_lr	ppi_prediction
Hcrt	Npsr1	ppi_lr	ppi_prediction
Hcrt	Prokr2	ppi_lr	ppi_prediction
Hcrt	Prokr1	ppi_lr	ppi_prediction
Hcrt	Lpar1	ppi_lr	ppi_prediction
Hcrt	Ghsr	ppi_lr	ppi_prediction
Hcrt	Kiss1r	ppi_lr	ppi_prediction
Hcrt	Qrfpr	ppi_lr	ppi_prediction
Hcrt	F2rl3	ppi_lr	ppi_prediction
Hcrt	Lpar4	ppi_lr	ppi_prediction
Hcrt	Mchr1	ppi_lr	ppi_prediction
Hcrt	Nmur2	ppi_lr	ppi_prediction
Hcrt	Npffr1	ppi_lr	ppi_prediction
Hcrt	Nmur1	ppi_lr	ppi_prediction
Hcrt	Lpar2	ppi_lr	ppi_prediction
Hcrt	Uts2r	ppi_lr	ppi_prediction
Efna2	Ephb2	ppi_lr	ppi_prediction
Efna2	Tgfbr1	ppi_lr	ppi_prediction
Efna2	Ephb3	ppi_lr	ppi_prediction
Efna2	Ephb4	ppi_lr	ppi_prediction
Efna2	Ephb1	ppi_lr	ppi_prediction
Cxcl13	Galr3	ppi_lr	ppi_prediction
Cxcl13	Htr1a	ppi_lr	ppi_prediction
Cxcl13	Fpr1	ppi_lr	ppi_prediction
Cxcl13	C5ar1	ppi_lr	ppi_prediction
Cxcl13	Cxcr1	ppi_lr	ppi_prediction
Cxcl13	Cxcr2	ppi_lr	ppi_prediction
Cxcl13	Fpr2	ppi_lr	ppi_prediction
Cxcl13	Ackr3	ppi_lr	ppi_prediction
Cxcl13	Npy1r	ppi_lr	ppi_prediction
Cxcl13	Htr1d	ppi_lr	ppi_prediction
Cxcl13	Htr1b	ppi_lr	ppi_prediction
Cxcl13	Bdkrb2	ppi_lr	ppi_prediction
Cxcl13	Sstr1	ppi_lr	ppi_prediction
Cxcl13	Sstr2	ppi_lr	ppi_prediction
Cxcl13	Htr1f	ppi_lr	ppi_prediction
Cxcl13	Sstr4	ppi_lr	ppi_prediction
Cxcl13	Ccr1	ppi_lr	ppi_prediction
Cxcl13	Ccr7	ppi_lr	ppi_prediction
Cxcl13	Sstr3	ppi_lr	ppi_prediction
Cxcl13	Sstr5	ppi_lr	ppi_prediction
Cxcl13	Oprm1	ppi_lr	ppi_prediction
Cxcl13	Aplnr	ppi_lr	ppi_prediction
Cxcl13	Oprd1	ppi_lr	ppi_prediction
Cxcl13	Oprk1	ppi_lr	ppi_prediction
Cxcl13	Oprl1	ppi_lr	ppi_prediction
Cxcl13	Ccr2	ppi_lr	ppi_prediction
Cxcl13	Bdkrb1	ppi_lr	ppi_prediction
Cxcl13	Galr1	ppi_lr	ppi_prediction
Cxcl13	Htr5a	ppi_lr	ppi_prediction
Cxcl13	Mtnr1a	ppi_lr	ppi_prediction
Cxcl13	Npbwr1	ppi_lr	ppi_prediction
Cxcl13	Npy2r	ppi_lr	ppi_prediction
Cxcl13	Mtnr1b	ppi_lr	ppi_prediction
Cxcl13	Agtr2	ppi_lr	ppi_prediction
Cxcl13	Npy4r	ppi_lr	ppi_prediction
Cxcl13	Ccr3	ppi_lr	ppi_prediction
Cxcl13	Ccr4	ppi_lr	ppi_prediction
Cxcl13	Ccr5	ppi_lr	ppi_prediction
Cxcl13	Ccr6	ppi_lr	ppi_prediction
Cxcl13	Ccr8	ppi_lr	ppi_prediction
Cxcl13	Ccr9	ppi_lr	ppi_prediction
Cxcl13	Cxcr4	ppi_lr	ppi_prediction
Cxcl13	Grm4	ppi_lr	ppi_prediction
Cxcl13	P2ry14	ppi_lr	ppi_prediction
Cxcl13	Npy5r	ppi_lr	ppi_prediction
Cxcl13	C3ar1	ppi_lr	ppi_prediction
Cxcl13	Rxfp4	ppi_lr	ppi_prediction
Cxcl13	Lpar1	ppi_lr	ppi_prediction
Cxcl13	Mchr1	ppi_lr	ppi_prediction
Cxcl13	Nmur2	ppi_lr	ppi_prediction
Cxcl13	Hrh4	ppi_lr	ppi_prediction
Cxcl13	Nmur1	ppi_lr	ppi_prediction
Cxcl13	Lpar2	ppi_lr	ppi_prediction
Cxcl13	Rxfp3	ppi_lr	ppi_prediction
Cxcl13	Hrh3	ppi_lr	ppi_prediction
Cxcl13	Ptgdr2	ppi_lr	ppi_prediction
Pspn	Gfra3	ppi_lr	ppi_prediction
Pspn	Gfra1	ppi_lr	ppi_prediction
Slit1	Dcc	ppi_lr	ppi_prediction
Sema7a	Itga1	ppi_lr	ppi_prediction
Slit2	Dcc	ppi_lr	ppi_prediction
Slit2	Ptch1	ppi_lr	ppi_prediction
Slit2	Robo3	ppi_lr	ppi_prediction
Gdf11	Tgfbr1	ppi_lr	ppi_prediction
Gdf11	Acvr1c	ppi_lr	ppi_prediction
Uts2	Ntsr2	ppi_lr	ppi_prediction
Uts2	Tacr2	ppi_lr	ppi_prediction
Uts2	Ednrb	ppi_lr	ppi_prediction
Uts2	Fpr2	ppi_lr	ppi_prediction
Uts2	Ednra	ppi_lr	ppi_prediction
Uts2	Tacr1	ppi_lr	ppi_prediction
Uts2	F2r	ppi_lr	ppi_prediction
Uts2	Htr2a	ppi_lr	ppi_prediction
Uts2	Htr2c	ppi_lr	ppi_prediction
Uts2	Nmbr	ppi_lr	ppi_prediction
Uts2	Tacr3	ppi_lr	ppi_prediction
Uts2	Bdkrb2	ppi_lr	ppi_prediction
Uts2	Grpr	ppi_lr	ppi_prediction
Uts2	Agtr1a	ppi_lr	ppi_prediction
Uts2	Oxtr	ppi_lr	ppi_prediction
Uts2	Gnrhr	ppi_lr	ppi_prediction
Uts2	Ntsr1	ppi_lr	ppi_prediction
Uts2	Cckar	ppi_lr	ppi_prediction
Uts2	Cckbr	ppi_lr	ppi_prediction
Uts2	Trhr	ppi_lr	ppi_prediction
Uts2	Hrh1	ppi_lr	ppi_prediction
Uts2	Avpr1a	ppi_lr	ppi_prediction
Uts2	Htr2b	ppi_lr	ppi_prediction
Uts2	Xcr1	ppi_lr	ppi_prediction
Uts2	Bdkrb1	ppi_lr	ppi_prediction
Uts2	Gcgr	ppi_lr	ppi_prediction
Uts2	Avpr1b	ppi_lr	ppi_prediction
Uts2	F2rl1	ppi_lr	ppi_prediction
Uts2	Npsr1	ppi_lr	ppi_prediction
Uts2	Prokr2	ppi_lr	ppi_prediction
Uts2	Prokr1	ppi_lr	ppi_prediction
Uts2	Lpar1	ppi_lr	ppi_prediction
Uts2	Ghsr	ppi_lr	ppi_prediction
Uts2	Kiss1r	ppi_lr	ppi_prediction
Uts2	Qrfpr	ppi_lr	ppi_prediction
Uts2	F2rl3	ppi_lr	ppi_prediction
Uts2	Lpar4	ppi_lr	ppi_prediction
Uts2	Mchr1	ppi_lr	ppi_prediction
Uts2	Nmur2	ppi_lr	ppi_prediction
Uts2	Npffr1	ppi_lr	ppi_prediction
Uts2	Nmur1	ppi_lr	ppi_prediction
Uts2	Lpar2	ppi_lr	ppi_prediction
Uts2	Npffr2	ppi_lr	ppi_prediction
Ntn1	Itgb4	ppi_lr	ppi_prediction
Ntn1	Itga6	ppi_lr	ppi_prediction
Ntn1	Acvr1b	ppi_lr	ppi_prediction
Ntn1	Tgfbr1	ppi_lr	ppi_prediction
Ntn1	Notch1	ppi_lr	ppi_prediction
Ntn1	Notch2	ppi_lr	ppi_prediction
Ntn1	Ptch1	ppi_lr	ppi_prediction
Ntn1	Unc5a	ppi_lr	ppi_prediction
Ntn1	Acvr1c	ppi_lr	ppi_prediction
Ntn1	Robo2	ppi_lr	ppi_prediction
Ntn1	Notch3	ppi_lr	ppi_prediction
Ntn1	Ptch2	ppi_lr	ppi_prediction
Wnt11	Fzd1	ppi_lr	ppi_prediction
F2	Gp1bb	ppi_lr	ppi_prediction
F2	Gp9	ppi_lr	ppi_prediction
F2	Tacr2	ppi_lr	ppi_prediction
F2	Ednrb	ppi_lr	ppi_prediction
F2	Fpr2	ppi_lr	ppi_prediction
F2	Ednra	ppi_lr	ppi_prediction
F2	Tacr1	ppi_lr	ppi_prediction
F2	Htr2a	ppi_lr	ppi_prediction
F2	Htr2c	ppi_lr	ppi_prediction
F2	Nmbr	ppi_lr	ppi_prediction
F2	Tacr3	ppi_lr	ppi_prediction
F2	Bdkrb2	ppi_lr	ppi_prediction
F2	Grpr	ppi_lr	ppi_prediction
F2	Agtr1a	ppi_lr	ppi_prediction
F2	Oxtr	ppi_lr	ppi_prediction
F2	Gnrhr	ppi_lr	ppi_prediction
F2	Ntsr1	ppi_lr	ppi_prediction
F2	Cckar	ppi_lr	ppi_prediction
F2	Cckbr	ppi_lr	ppi_prediction
F2	Trhr	ppi_lr	ppi_prediction
F2	Hrh1	ppi_lr	ppi_prediction
F2	Avpr1a	ppi_lr	ppi_prediction
F2	Htr2b	ppi_lr	ppi_prediction
F2	Xcr1	ppi_lr	ppi_prediction
F2	Bdkrb1	ppi_lr	ppi_prediction
F2	Gcgr	ppi_lr	ppi_prediction
F2	Avpr1b	ppi_lr	ppi_prediction
F2	Npsr1	ppi_lr	ppi_prediction
F2	Prokr2	ppi_lr	ppi_prediction
F2	Prokr1	ppi_lr	ppi_prediction
F2	Lpar1	ppi_lr	ppi_prediction
F2	Ghsr	ppi_lr	ppi_prediction
F2	Kiss1r	ppi_lr	ppi_prediction
F2	Qrfpr	ppi_lr	ppi_prediction
F2	Lpar4	ppi_lr	ppi_prediction
F2	Mchr1	ppi_lr	ppi_prediction
F2	Nmur2	ppi_lr	ppi_prediction
F2	Npffr1	ppi_lr	ppi_prediction
F2	Nmur1	ppi_lr	ppi_prediction
F2	Lpar2	ppi_lr	ppi_prediction
F2	Uts2r	ppi_lr	ppi_prediction
F2	Procr	ppi_lr	ppi_prediction
F2	Npffr2	ppi_lr	ppi_prediction
F9	Gp1ba	ppi_lr	ppi_prediction
F9	Gp1bb	ppi_lr	ppi_prediction
F9	F3	ppi_lr	ppi_prediction
F9	Gp9	ppi_lr	ppi_prediction
F9	Gp5	ppi_lr	ppi_prediction
Plg	Met	ppi_lr	ppi_prediction
Plg	Plaur	ppi_lr	ppi_prediction
Plau	Cd44	ppi_lr	ppi_prediction
Agt	Htr1a	ppi_lr	ppi_prediction
Agt	Tacr2	ppi_lr	ppi_prediction
Agt	Fpr1	ppi_lr	ppi_prediction
Agt	C5ar1	ppi_lr	ppi_prediction
Agt	Ednrb	ppi_lr	ppi_prediction
Agt	Cxcr1	ppi_lr	ppi_prediction
Agt	Cxcr2	ppi_lr	ppi_prediction
Agt	Fpr2	ppi_lr	ppi_prediction
Agt	Ednra	ppi_lr	ppi_prediction
Agt	Tacr1	ppi_lr	ppi_prediction
Agt	Ackr3	ppi_lr	ppi_prediction
Agt	F2r	ppi_lr	ppi_prediction
Agt	Npy1r	ppi_lr	ppi_prediction
Agt	Htr1d	ppi_lr	ppi_prediction
Agt	Htr1b	ppi_lr	ppi_prediction
Agt	Htr2a	ppi_lr	ppi_prediction
Agt	Htr2c	ppi_lr	ppi_prediction
Agt	Nmbr	ppi_lr	ppi_prediction
Agt	Tacr3	ppi_lr	ppi_prediction
Agt	Bdkrb2	ppi_lr	ppi_prediction
Agt	Grpr	ppi_lr	ppi_prediction
Agt	Oxtr	ppi_lr	ppi_prediction
Agt	Sstr1	ppi_lr	ppi_prediction
Agt	Sstr2	ppi_lr	ppi_prediction
Agt	Htr1f	ppi_lr	ppi_prediction
Agt	Gnrhr	ppi_lr	ppi_prediction
Agt	Ntsr1	ppi_lr	ppi_prediction
Agt	Sstr4	ppi_lr	ppi_prediction
Agt	Cckar	ppi_lr	ppi_prediction
Agt	Cckbr	ppi_lr	ppi_prediction
Agt	Ccr1	ppi_lr	ppi_prediction
Agt	Ccr7	ppi_lr	ppi_prediction
Agt	Cxcr5	ppi_lr	ppi_prediction
Agt	Sstr3	ppi_lr	ppi_prediction
Agt	Trhr	ppi_lr	ppi_prediction
Agt	Sstr5	ppi_lr	ppi_prediction
Agt	Hrh1	ppi_lr	ppi_prediction
Agt	Oprm1	ppi_lr	ppi_prediction
Agt	Aplnr	ppi_lr	ppi_prediction
Agt	Avpr1a	ppi_lr	ppi_prediction
Agt	Oprd1	ppi_lr	ppi_prediction
Agt	Oprk1	ppi_lr	ppi_prediction
Agt	Oprl1	ppi_lr	ppi_prediction
Agt	Htr2b	ppi_lr	ppi_prediction
Agt	Ccr2	ppi_lr	ppi_prediction
Agt	Ccr10	ppi_lr	ppi_prediction
Agt	Xcr1	ppi_lr	ppi_prediction
Agt	Bdkrb1	ppi_lr	ppi_prediction
Agt	Galr1	ppi_lr	ppi_prediction
Agt	Gcgr	ppi_lr	ppi_prediction
Agt	Htr5a	ppi_lr	ppi_prediction
Agt	Avpr1b	ppi_lr	ppi_prediction
Agt	Mtnr1a	ppi_lr	ppi_prediction
Agt	Npbwr1	ppi_lr	ppi_prediction
Agt	Npy2r	ppi_lr	ppi_prediction
Agt	Mtnr1b	ppi_lr	ppi_prediction
Agt	Cxcr3	ppi_lr	ppi_prediction
Agt	Npy4r	ppi_lr	ppi_prediction
Agt	Ccr3	ppi_lr	ppi_prediction
Agt	Ccr4	ppi_lr	ppi_prediction
Agt	Ccr5	ppi_lr	ppi_prediction
Agt	Ccr6	ppi_lr	ppi_prediction
Agt	Ccr8	ppi_lr	ppi_prediction
Agt	Ccr9	ppi_lr	ppi_prediction
Agt	F2rl1	ppi_lr	ppi_prediction
Agt	Cxcr4	ppi_lr	ppi_prediction
Agt	Grm4	ppi_lr	ppi_prediction
Agt	P2ry14	ppi_lr	ppi_prediction
Agt	Npy5r	ppi_lr	ppi_prediction
Agt	C3ar1	ppi_lr	ppi_prediction
Agt	Npsr1	ppi_lr	ppi_prediction
Agt	Prokr2	ppi_lr	ppi_prediction
Agt	Prokr1	ppi_lr	ppi_prediction
Agt	Rxfp4	ppi_lr	ppi_prediction
Agt	Lpar1	ppi_lr	ppi_prediction
Agt	Ghsr	ppi_lr	ppi_prediction
Agt	Kiss1r	ppi_lr	ppi_prediction
Agt	Qrfpr	ppi_lr	ppi_prediction
Agt	F2rl3	ppi_lr	ppi_prediction
Agt	Lpar4	ppi_lr	ppi_prediction
Agt	Mchr1	ppi_lr	ppi_prediction
Agt	Nmur2	ppi_lr	ppi_prediction
Agt	Npffr1	ppi_lr	ppi_prediction
Agt	Hrh4	ppi_lr	ppi_prediction
Agt	Nmur1	ppi_lr	ppi_prediction
Agt	Lpar2	ppi_lr	ppi_prediction
Agt	Rxfp3	ppi_lr	ppi_prediction
Agt	Uts2r	ppi_lr	ppi_prediction
Agt	Hrh3	ppi_lr	ppi_prediction
Agt	Npffr2	ppi_lr	ppi_prediction
Agt	Ptgdr2	ppi_lr	ppi_prediction
A2m	Tyro3	ppi_lr	ppi_prediction
C3	Htr1a	ppi_lr	ppi_prediction
C3	Fpr1	ppi_lr	ppi_prediction
C3	C5ar1	ppi_lr	ppi_prediction
C3	Cxcr1	ppi_lr	ppi_prediction
C3	Cxcr2	ppi_lr	ppi_prediction
C3	Fpr2	ppi_lr	ppi_prediction
C3	Ackr3	ppi_lr	ppi_prediction
C3	Npy1r	ppi_lr	ppi_prediction
C3	Htr1d	ppi_lr	ppi_prediction
C3	Htr1b	ppi_lr	ppi_prediction
C3	Bdkrb2	ppi_lr	ppi_prediction
C3	Sstr1	ppi_lr	ppi_prediction
C3	Sstr2	ppi_lr	ppi_prediction
C3	Htr1f	ppi_lr	ppi_prediction
C3	Sstr4	ppi_lr	ppi_prediction
C3	Ccr1	ppi_lr	ppi_prediction
C3	Ccr7	ppi_lr	ppi_prediction
C3	Cxcr5	ppi_lr	ppi_prediction
C3	Sstr3	ppi_lr	ppi_prediction
C3	Sstr5	ppi_lr	ppi_prediction
